dataset.train,dataset.test,nsamples.test,strata,pearson,spearman,cor_success,rmse,mae,coeff_det,ndcg10,ndcg20,ndcg50,ndcg100,time_per_fold,nsamples.train,regressor,markers,extra_covariates,repetition,folds
DaysToFlowering1 split=9 train,DaysToFlowering1 split=9 test,93,no_strata,0.780194609532556,0.826794095295522,1,16.1223690220926,11.7422522263196,0.601129741566754,0.872784467235623,0.860338122958173,0.939715923476618,0.964383730409632,52.96,843,KIN RKHS,NA,,5,0
DaysToFlowering2 split=1 train,DaysToFlowering2 split=1 test,94,no_strata,0.806508674867712,0.810031103995881,1,14.7606290295122,10.5144063558396,0.649635898547329,0.900461384945203,0.907414970859653,0.954884764202904,0.977641146299788,6.52300000000014,837,KIN GBLUP,NA,,1,0
DaysToFlowering2 split=1 train,DaysToFlowering2 split=1 test,94,no_strata,0.804874449713969,0.808969038168636,1,14.8344628053294,10.6153449206595,0.646122037034875,0.900461384945203,0.907087394322804,0.954477850376438,0.977393556512589,52.4670000000001,837,KIN RKHS,NA,,1,0
DaysToFlowering2 split=1 train,DaysToFlowering2 split=1 test,94,no_strata,0.806508674867712,0.810031103995881,1,14.7606290295122,10.5144063558396,0.649635898547329,0.900461384945203,0.907414970859653,0.954884764202904,0.977641146299788,6.47900000000027,837,KIN GBLUP,NA,,2,0
DaysToFlowering2 split=1 train,DaysToFlowering2 split=1 test,94,no_strata,0.806697805427643,0.812104661087169,1,14.7695503247955,10.5758638337737,0.649212251806606,0.900461384945203,0.906649215785822,0.954343877802164,0.977306866292253,51.46,837,KIN RKHS,NA,,2,0
DaysToFlowering2 split=1 train,DaysToFlowering2 split=1 test,94,no_strata,0.806508674867712,0.810031103995881,1,14.7606290295122,10.5144063558396,0.649635898547329,0.900461384945203,0.907414970859653,0.954884764202904,0.977641146299788,6.64800000000014,837,KIN GBLUP,NA,,3,0
DaysToFlowering2 split=1 train,DaysToFlowering2 split=1 test,94,no_strata,0.803896112964408,0.811627815205549,1,14.8647497499414,10.6635408203563,0.644675564244348,0.900461384945203,0.90663905522991,0.954430879468737,0.977342613704941,51.828,837,KIN RKHS,NA,,3,0
DaysToFlowering2 split=1 train,DaysToFlowering2 split=1 test,94,no_strata,0.806508674867712,0.810031103995881,1,14.7606290295122,10.5144063558396,0.649635898547329,0.900461384945203,0.907414970859653,0.954884764202904,0.977641146299788,6.37100000000009,837,KIN GBLUP,NA,,4,0
DaysToFlowering2 split=1 train,DaysToFlowering2 split=1 test,94,no_strata,0.803444296695636,0.81024785212389,1,14.8771290212825,10.6136358654666,0.644083493840775,0.897812589718479,0.905444315278664,0.953687295800098,0.976752638453791,52.7660000000001,837,KIN RKHS,NA,,4,0
DaysToFlowering2 split=1 train,DaysToFlowering2 split=1 test,94,no_strata,0.806508674867712,0.810031103995881,1,14.7606290295122,10.5144063558396,0.649635898547329,0.900461384945203,0.907414970859653,0.954884764202904,0.977641146299788,6.71000000000004,837,KIN GBLUP,NA,,5,0
DaysToFlowering2 split=1 train,DaysToFlowering2 split=1 test,94,no_strata,0.805827081876693,0.811707289519152,1,14.8012948786489,10.5629221008678,0.647702718025668,0.897812589718479,0.905315564253191,0.953612327848121,0.976724565782238,53.7150000000001,837,KIN RKHS,NA,,5,0
DaysToFlowering2 split=10 train,DaysToFlowering2 split=10 test,93,no_strata,0.778359675315827,0.770942677566473,1,16.2300465735087,12.0190658989803,0.601916518345332,0.881979868518048,0.878727452426027,0.931244635939828,0.970240313729701,6.5590000000002,838,KIN GBLUP,NA,,1,0
DaysToFlowering2 split=10 train,DaysToFlowering2 split=10 test,93,no_strata,0.780154611702475,0.769793753935355,1,16.1708332291882,12.0638185015842,0.604815937597654,0.881066878516606,0.880879564699386,0.930954647500151,0.969994059891646,51.4079999999999,838,KIN RKHS,NA,,1,0
DaysToFlowering2 split=10 train,DaysToFlowering2 split=10 test,93,no_strata,0.778359675315827,0.770942677566473,1,16.2300465735087,12.0190658989803,0.601916518345332,0.881979868518048,0.878727452426027,0.931244635939828,0.970240313729701,6.44000000000005,838,KIN GBLUP,NA,,2,0
DaysToFlowering2 split=10 train,DaysToFlowering2 split=10 test,93,no_strata,0.781285313281046,0.771793179475223,1,16.141453176999,12.0312098885841,0.606250617047072,0.881979868518048,0.878525208330108,0.931352706142819,0.970312820541919,51.2509999999997,838,KIN RKHS,NA,,2,0
DaysToFlowering2 split=10 train,DaysToFlowering2 split=10 test,93,no_strata,0.778359675315827,0.770942677566473,1,16.2300465735087,12.0190658989803,0.601916518345332,0.881979868518048,0.878727452426027,0.931244635939828,0.970240313729701,6.48300000000017,838,KIN GBLUP,NA,,3,0
DaysToFlowering2 split=10 train,DaysToFlowering2 split=10 test,93,no_strata,0.779742418617456,0.770345834121736,1,16.1827234117054,12.0648198218556,0.604234577559194,0.881979868518048,0.881492893511717,0.931340936210057,0.970285977692803,51.4960000000001,838,KIN RKHS,NA,,3,0
DaysToFlowering2 split=10 train,DaysToFlowering2 split=10 test,93,no_strata,0.778359675315827,0.770942677566473,1,16.2300465735087,12.0190658989803,0.601916518345332,0.881979868518048,0.878727452426027,0.931244635939828,0.970240313729701,6.33199999999988,838,KIN GBLUP,NA,,4,0
DaysToFlowering2 split=10 train,DaysToFlowering2 split=10 test,93,no_strata,0.781064529672463,0.769480411126868,1,16.147586441513,12.0076015734045,0.605951334460923,0.881979868518048,0.881924413574991,0.931470428200221,0.970380214547381,50.48,838,KIN RKHS,NA,,4,0
DaysToFlowering2 split=10 train,DaysToFlowering2 split=10 test,93,no_strata,0.778359675315827,0.770942677566473,1,16.2300465735087,12.0190658989803,0.601916518345332,0.881979868518048,0.878727452426027,0.931244635939828,0.970240313729701,6.22600000000011,838,KIN GBLUP,NA,,5,0
DaysToFlowering2 split=10 train,DaysToFlowering2 split=10 test,93,no_strata,0.781363222334441,0.769711687961704,1,16.1345654477419,12.00223905272,0.606586579427567,0.881979868518048,0.881299686079771,0.931180642977351,0.9701553674241,50.7840000000001,838,KIN RKHS,NA,,5,0
DaysToFlowering2 split=2 train,DaysToFlowering2 split=2 test,93,no_strata,0.816920800934934,0.837848121307123,1,16.1004187434022,12.3173019319875,0.651111099684645,0.871182040014675,0.877380611430476,0.94742166766802,0.970981243651375,6.39600000000019,838,KIN GBLUP,NA,,1,0
DaysToFlowering2 split=2 train,DaysToFlowering2 split=2 test,93,no_strata,0.815786358835802,0.83693795203033,1,16.1886738332595,12.3733785527307,0.647275719574902,0.871182040014675,0.877427237938916,0.947746639958512,0.97124673347637,50.3159999999998,838,KIN RKHS,NA,,1,0
DaysToFlowering2 split=2 train,DaysToFlowering2 split=2 test,93,no_strata,0.816920800934934,0.837848121307123,1,16.1004187434022,12.3173019319875,0.651111099684645,0.871182040014675,0.877380611430476,0.94742166766802,0.970981243651375,6.38099999999986,838,KIN GBLUP,NA,,2,0
DaysToFlowering2 split=2 train,DaysToFlowering2 split=2 test,93,no_strata,0.816894358992749,0.837863042114939,1,16.1527767148984,12.342016290208,0.648838262265451,0.85256930969763,0.87687908952901,0.947658943801945,0.971180745164027,51.2110000000002,838,KIN RKHS,NA,,2,0
DaysToFlowering2 split=2 train,DaysToFlowering2 split=2 test,93,no_strata,0.816920800934934,0.837848121307123,1,16.1004187434022,12.3173019319875,0.651111099684645,0.871182040014675,0.877380611430476,0.94742166766802,0.970981243651375,6.45800000000008,838,KIN GBLUP,NA,,3,0
DaysToFlowering2 split=2 train,DaysToFlowering2 split=2 test,93,no_strata,0.814498421148447,0.836602233854464,1,16.223984016122,12.37674743354,0.645735341169885,0.871182040014675,0.883790526472158,0.947398175438721,0.9709731861145,50.759,838,KIN RKHS,NA,,3,0
DaysToFlowering2 split=2 train,DaysToFlowering2 split=2 test,93,no_strata,0.816920800934934,0.837848121307123,1,16.1004187434022,12.3173019319875,0.651111099684645,0.871182040014675,0.877380611430476,0.94742166766802,0.970981243651375,6.26600000000008,838,KIN GBLUP,NA,,4,0
DaysToFlowering2 split=2 train,DaysToFlowering2 split=2 test,93,no_strata,0.816646628213735,0.838840355026905,1,16.1554918836238,12.3446502958228,0.648720196682059,0.861160363178282,0.884743881610079,0.947976898885096,0.971422377359888,51.0969999999998,838,KIN RKHS,NA,,4,0
DaysToFlowering2 split=2 train,DaysToFlowering2 split=2 test,93,no_strata,0.816920800934934,0.837848121307123,1,16.1004187434022,12.3173019319875,0.651111099684645,0.871182040014675,0.877380611430476,0.94742166766802,0.970981243651375,6.32899999999972,838,KIN GBLUP,NA,,5,0
DaysToFlowering2 split=2 train,DaysToFlowering2 split=2 test,93,no_strata,0.817117022158075,0.839750524303698,1,16.1434731920544,12.3485812771209,0.649242663372073,0.850708141142299,0.88394823372788,0.947435654828582,0.971055251778782,51.4459999999999,838,KIN RKHS,NA,,5,0
DaysToFlowering2 split=3 train,DaysToFlowering2 split=3 test,93,no_strata,0.863154440536613,0.842812860000577,1,13.4440311773937,10.0251915213913,0.744995005742818,0.96071402905127,0.957373413004284,0.957946069032886,0.983828318999707,6.47599999999966,838,KIN GBLUP,NA,,1,0
DaysToFlowering2 split=3 train,DaysToFlowering2 split=3 test,93,no_strata,0.868904723279167,0.853586205696103,1,13.1956460740332,9.90762407454366,0.754330647310726,0.973256718170997,0.952085512065348,0.958195208719621,0.984897545285219,51.3389999999999,838,KIN RKHS,NA,,1,0
DaysToFlowering2 split=3 train,DaysToFlowering2 split=3 test,93,no_strata,0.863154440536613,0.842812860000577,1,13.4440311773937,10.0251915213913,0.744995005742818,0.96071402905127,0.957373413004284,0.957946069032886,0.983828318999707,6.30200000000013,838,KIN GBLUP,NA,,2,0
DaysToFlowering2 split=3 train,DaysToFlowering2 split=3 test,93,no_strata,0.869696238334403,0.853213167410247,1,13.1558602868609,9.87524881247104,0.755809834257471,0.972903619590694,0.9586169141812,0.957947285849911,0.984730607826182,51.1749999999997,838,KIN RKHS,NA,,2,0
DaysToFlowering2 split=3 train,DaysToFlowering2 split=3 test,93,no_strata,0.863154440536613,0.842812860000577,1,13.4440311773937,10.0251915213913,0.744995005742818,0.96071402905127,0.957373413004284,0.957946069032886,0.983828318999707,6.4989999999998,838,KIN GBLUP,NA,,3,0
DaysToFlowering2 split=3 train,DaysToFlowering2 split=3 test,93,no_strata,0.868292966287432,0.849766293648936,1,13.2255947627812,9.95938470132373,0.753214245103787,0.972903619590694,0.951843851703556,0.957652570761991,0.98450277476991,51.6109999999999,838,KIN RKHS,NA,,3,0
DaysToFlowering2 split=3 train,DaysToFlowering2 split=3 test,93,no_strata,0.863154440536613,0.842812860000577,1,13.4440311773937,10.0251915213913,0.744995005742818,0.96071402905127,0.957373413004284,0.957946069032886,0.983828318999707,6.32400000000007,838,KIN GBLUP,NA,,4,0
DaysToFlowering2 split=3 train,DaysToFlowering2 split=3 test,93,no_strata,0.868928485878069,0.854414350690704,1,13.191817501222,9.93617103329815,0.75447318319748,0.972903619590694,0.958615673679844,0.958173426935142,0.984862660828648,50.424,838,KIN RKHS,NA,,4,0
DaysToFlowering2 split=3 train,DaysToFlowering2 split=3 test,93,no_strata,0.863154440536613,0.842812860000577,1,13.4440311773937,10.0251915213913,0.744995005742818,0.96071402905127,0.957373413004284,0.957946069032886,0.983828318999707,6.22399999999971,838,KIN GBLUP,NA,,5,0
DaysToFlowering2 split=3 train,DaysToFlowering2 split=3 test,93,no_strata,0.869126798913231,0.852108974084113,1,13.1867845806848,9.93311929829215,0.754660493434942,0.973256718170997,0.950541072772386,0.957935909644731,0.984718378751896,51.0970000000002,838,KIN RKHS,NA,,5,0
DaysToFlowering2 split=4 train,DaysToFlowering2 split=4 test,93,no_strata,0.820101867482071,0.831152360611287,1,15.4240258146217,11.6753737971973,0.670565259642401,0.907677971346408,0.917047621992465,0.949242174689588,0.975413314192573,6.35600000000022,838,KIN GBLUP,NA,,1,0
DaysToFlowering2 split=4 train,DaysToFlowering2 split=4 test,93,no_strata,0.821721788514703,0.831935720554775,1,15.3852392976766,11.6335784411333,0.672220023510227,0.916472223265896,0.916618118551844,0.949133705993963,0.975335006728565,50.5759999999996,838,KIN RKHS,NA,,1,0
DaysToFlowering2 split=4 train,DaysToFlowering2 split=4 test,93,no_strata,0.820101867482071,0.831152360611287,1,15.4240258146217,11.6753737971973,0.670565259642401,0.907677971346408,0.917047621992465,0.949242174689588,0.975413314192573,6.24600000000009,838,KIN GBLUP,NA,,2,0
DaysToFlowering2 split=4 train,DaysToFlowering2 split=4 test,93,no_strata,0.818424197448681,0.82935436302671,1,15.4989478965014,11.7222659737283,0.667357033328059,0.916472223265896,0.910308111684158,0.948793017500406,0.975051373457082,50.6030000000001,838,KIN RKHS,NA,,2,0
DaysToFlowering2 split=4 train,DaysToFlowering2 split=4 test,93,no_strata,0.820101867482071,0.831152360611287,1,15.4240258146217,11.6753737971973,0.670565259642401,0.907677971346408,0.917047621992465,0.949242174689588,0.975413314192573,6.24499999999989,838,KIN GBLUP,NA,,3,0
DaysToFlowering2 split=4 train,DaysToFlowering2 split=4 test,93,no_strata,0.821959906413077,0.836053955686253,1,15.3773518539493,11.6116782441388,0.672556018727952,0.916472223265896,0.916527810077034,0.949261768760359,0.9755070483719,50.2529999999997,838,KIN RKHS,NA,,3,0
DaysToFlowering2 split=4 train,DaysToFlowering2 split=4 test,93,no_strata,0.820101867482071,0.831152360611287,1,15.4240258146217,11.6753737971973,0.670565259642401,0.907677971346408,0.917047621992465,0.949242174689588,0.975413314192573,6.29500000000007,838,KIN GBLUP,NA,,4,0
DaysToFlowering2 split=4 train,DaysToFlowering2 split=4 test,93,no_strata,0.819077507929932,0.829734852142119,1,15.4819987932091,11.6770276680821,0.668084168780111,0.906640574229694,0.910240300167224,0.948817014068935,0.975067563991223,50.2089999999998,838,KIN RKHS,NA,,4,0
DaysToFlowering2 split=4 train,DaysToFlowering2 split=4 test,93,no_strata,0.820101867482071,0.831152360611287,1,15.4240258146217,11.6753737971973,0.670565259642401,0.907677971346408,0.917047621992465,0.949242174689588,0.975413314192573,6.24099999999999,838,KIN GBLUP,NA,,5,0
DaysToFlowering2 split=4 train,DaysToFlowering2 split=4 test,93,no_strata,0.819456124016258,0.829645325291434,1,15.4614662320128,11.6908599063571,0.668963972874265,0.916472223265896,0.904570126170511,0.948441433162398,0.974810857463855,51.3940000000002,838,KIN RKHS,NA,,5,0
DaysToFlowering2 split=5 train,DaysToFlowering2 split=5 test,93,no_strata,0.81444097380859,0.831825066417782,1,14.0500696324246,10.6640546368207,0.649018449600038,0.930508688765699,0.932047955670854,0.945673782396095,0.976011828178642,6.31600000000071,838,KIN GBLUP,NA,,1,0
DaysToFlowering2 split=5 train,DaysToFlowering2 split=5 test,93,no_strata,0.813915568543431,0.826020785570108,1,14.1066461878361,10.7209683071075,0.646186106670736,0.930508688765699,0.932535081071613,0.940727183889033,0.976109500096809,51.1289999999999,838,KIN RKHS,NA,,1,0
DaysToFlowering2 split=5 train,DaysToFlowering2 split=5 test,93,no_strata,0.81444097380859,0.831825066417782,1,14.0500696324246,10.6640546368207,0.649018449600038,0.930508688765699,0.932047955670854,0.945673782396095,0.976011828178642,6.39800000000014,838,KIN GBLUP,NA,,2,0
DaysToFlowering2 split=5 train,DaysToFlowering2 split=5 test,93,no_strata,0.817480743077958,0.833354472039598,1,14.0104311519003,10.5975894608188,0.650996055506164,0.930508688765699,0.932702224740962,0.946479578466114,0.976570889692919,51.0609999999997,838,KIN RKHS,NA,,2,0
DaysToFlowering2 split=5 train,DaysToFlowering2 split=5 test,93,no_strata,0.81444097380859,0.831825066417782,1,14.0500696324246,10.6640546368207,0.649018449600038,0.930508688765699,0.932047955670854,0.945673782396095,0.976011828178642,6.37100000000009,838,KIN GBLUP,NA,,3,0
DaysToFlowering2 split=5 train,DaysToFlowering2 split=5 test,93,no_strata,0.814482749087501,0.824260103976213,1,14.0657418179308,10.6548461404905,0.648235006390588,0.930508688765699,0.932069233794542,0.939127038094915,0.975908950336717,50.3770000000004,838,KIN RKHS,NA,,3,0
DaysToFlowering2 split=5 train,DaysToFlowering2 split=5 test,93,no_strata,0.81444097380859,0.831825066417782,1,14.0500696324246,10.6640546368207,0.649018449600038,0.930508688765699,0.932047955670854,0.945673782396095,0.976011828178642,6.39400000000023,838,KIN GBLUP,NA,,4,0
DaysToFlowering2 split=5 train,DaysToFlowering2 split=5 test,93,no_strata,0.814932722785089,0.826707152971119,1,14.0698133331838,10.6875176189841,0.648031330844354,0.930508688765699,0.932683752492847,0.939594762151543,0.976218529212313,51.5069999999996,838,KIN RKHS,NA,,4,0
DaysToFlowering2 split=5 train,DaysToFlowering2 split=5 test,93,no_strata,0.81444097380859,0.831825066417782,1,14.0500696324246,10.6640546368207,0.649018449600038,0.930508688765699,0.932047955670854,0.945673782396095,0.976011828178642,6.31700000000001,838,KIN GBLUP,NA,,5,0
DaysToFlowering2 split=5 train,DaysToFlowering2 split=5 test,93,no_strata,0.814582325978862,0.828206716532021,1,14.0752480042569,10.6616726210554,0.647759372243391,0.930508688765699,0.932750036429684,0.939659561123534,0.976384016525377,50.2860000000001,838,KIN RKHS,NA,,5,0
DaysToFlowering2 split=6 train,DaysToFlowering2 split=6 test,93,no_strata,0.866721959540058,0.8631741514074,1,13.7640251787297,10.0970134642073,0.742178175317831,0.936155817329938,0.919275409187519,0.959299578931765,0.980202951270215,6.51900000000023,838,KIN GBLUP,NA,,1,0
DaysToFlowering2 split=6 train,DaysToFlowering2 split=6 test,93,no_strata,0.862260622015839,0.8557061756638,1,14.0373062215742,10.3512485065391,0.731838572365756,0.936155817329938,0.919424603376857,0.958832682925427,0.97977402612609,50.1410000000005,838,KIN RKHS,NA,,1,0
DaysToFlowering2 split=6 train,DaysToFlowering2 split=6 test,93,no_strata,0.866721959540058,0.8631741514074,1,13.7640251787297,10.0970134642073,0.742178175317831,0.936155817329938,0.919275409187519,0.959299578931765,0.980202951270215,6.50200000000041,838,KIN GBLUP,NA,,2,0
DaysToFlowering2 split=6 train,DaysToFlowering2 split=6 test,93,no_strata,0.865014150939001,0.861174733326197,1,13.9320724168102,10.2729613357564,0.735844165665381,0.936155817329938,0.919203320803742,0.95900478637465,0.979975348148884,50.2359999999999,838,KIN RKHS,NA,,2,0
DaysToFlowering2 split=6 train,DaysToFlowering2 split=6 test,93,no_strata,0.866721959540058,0.8631741514074,1,13.7640251787297,10.0970134642073,0.742178175317831,0.936155817329938,0.919275409187519,0.959299578931765,0.980202951270215,6.5029999999997,838,KIN GBLUP,NA,,3,0
DaysToFlowering2 split=6 train,DaysToFlowering2 split=6 test,93,no_strata,0.864075755141202,0.85983184058509,1,13.9690693072592,10.3518619229796,0.734439360939416,0.936155817329938,0.919275409187519,0.958892819295209,0.979886524872437,51.3539999999994,838,KIN RKHS,NA,,3,0
DaysToFlowering2 split=6 train,DaysToFlowering2 split=6 test,93,no_strata,0.866721959540058,0.8631741514074,1,13.7640251787297,10.0970134642073,0.742178175317831,0.936155817329938,0.919275409187519,0.959299578931765,0.980202951270215,6.40700000000015,838,KIN GBLUP,NA,,4,0
DaysToFlowering2 split=6 train,DaysToFlowering2 split=6 test,93,no_strata,0.863724777471365,0.859451354308443,1,13.9929286069763,10.3427291382463,0.733531426159813,0.936155817329938,0.919386294809527,0.959055445916101,0.979968552929897,50.9899999999998,838,KIN RKHS,NA,,4,0
DaysToFlowering2 split=6 train,DaysToFlowering2 split=6 test,93,no_strata,0.866721959540058,0.8631741514074,1,13.7640251787297,10.0970134642073,0.742178175317831,0.936155817329938,0.919275409187519,0.959299578931765,0.980202951270215,6.3149999999996,838,KIN GBLUP,NA,,5,0
DaysToFlowering2 split=6 train,DaysToFlowering2 split=6 test,93,no_strata,0.864972806799328,0.861092667658685,1,13.9367636378368,10.2913102079076,0.735666242094238,0.936155817329938,0.919386294809527,0.959229533839227,0.9801552327967,51.0119999999997,838,KIN RKHS,NA,,5,0
DaysToFlowering2 split=7 train,DaysToFlowering2 split=7 test,93,no_strata,0.891697657463896,0.878031312638366,1,12.5671602319002,9.26600857107437,0.781685197678856,0.939742639201408,0.946219236406943,0.966708700213336,0.985837225077449,6.23999999999978,838,KIN GBLUP,NA,,1,0
DaysToFlowering2 split=7 train,DaysToFlowering2 split=7 test,93,no_strata,0.891344464792135,0.878501326851097,1,12.6413320362053,9.36745927864916,0.779100590221072,0.939384684406913,0.945971881673097,0.966917558586692,0.985622649228477,50.3379999999997,838,KIN RKHS,NA,,1,0
DaysToFlowering2 split=7 train,DaysToFlowering2 split=7 test,93,no_strata,0.891697657463896,0.878031312638366,1,12.5671602319002,9.26600857107437,0.781685197678856,0.939742639201408,0.946219236406943,0.966708700213336,0.985837225077449,6.29500000000007,838,KIN GBLUP,NA,,2,0
DaysToFlowering2 split=7 train,DaysToFlowering2 split=7 test,93,no_strata,0.890992040876801,0.876889849550307,1,12.6584706873027,9.3935241157762,0.778501209664526,0.941461715250543,0.947407156236862,0.967784486248553,0.9862708458057,51.8529999999992,838,KIN RKHS,NA,,2,0
DaysToFlowering2 split=7 train,DaysToFlowering2 split=7 test,93,no_strata,0.891697657463896,0.878031312638366,1,12.5671602319002,9.26600857107437,0.781685197678856,0.939742639201408,0.946219236406943,0.966708700213336,0.985837225077449,6.30100000000039,838,KIN GBLUP,NA,,3,0
DaysToFlowering2 split=7 train,DaysToFlowering2 split=7 test,93,no_strata,0.891883734377609,0.878404339791327,1,12.6656119889182,9.3690475291617,0.778251221195423,0.939384684406913,0.945971881673097,0.966832535738968,0.985580022410432,51.6059999999998,838,KIN RKHS,NA,,3,0
DaysToFlowering2 split=7 train,DaysToFlowering2 split=7 test,93,no_strata,0.891697657463896,0.878031312638366,1,12.5671602319002,9.26600857107437,0.781685197678856,0.939742639201408,0.946219236406943,0.966708700213336,0.985837225077449,6.32000000000062,838,KIN GBLUP,NA,,4,0
DaysToFlowering2 split=7 train,DaysToFlowering2 split=7 test,93,no_strata,0.890468911810499,0.873002906616459,1,12.6867141394842,9.35517293734237,0.777511695261451,0.939384684406913,0.940519822867475,0.966787669711546,0.985452073191614,51.2080000000005,838,KIN RKHS,NA,,4,0
DaysToFlowering2 split=7 train,DaysToFlowering2 split=7 test,93,no_strata,0.891697657463896,0.878031312638366,1,12.5671602319002,9.26600857107437,0.781685197678856,0.939742639201408,0.946219236406943,0.966708700213336,0.985837225077449,6.24099999999999,838,KIN GBLUP,NA,,5,0
DaysToFlowering2 split=7 train,DaysToFlowering2 split=7 test,93,no_strata,0.890283824611836,0.874480094142183,1,12.7107903188362,9.423873770829,0.776666440757966,0.941103760456048,0.941677774379638,0.967417470692502,0.98598611815848,50.6040000000003,838,KIN RKHS,NA,,5,0
DaysToFlowering2 split=8 train,DaysToFlowering2 split=8 test,93,no_strata,0.798314082713134,0.82310240462059,1,15.4286738884647,11.4030231833335,0.609689112990327,0.890831508072139,0.901884877558878,0.935616018222904,0.968258556771099,6.40099999999984,838,KIN GBLUP,NA,,1,0
DaysToFlowering2 split=8 train,DaysToFlowering2 split=8 test,93,no_strata,0.795157679723,0.821901252707242,1,15.5367847583706,11.5964069240912,0.604200023073778,0.890831508072139,0.901993136311047,0.935508785398565,0.968164414327765,50.2340000000004,838,KIN RKHS,NA,,1,0
DaysToFlowering2 split=8 train,DaysToFlowering2 split=8 test,93,no_strata,0.798314082713134,0.82310240462059,1,15.4286738884647,11.4030231833335,0.609689112990327,0.890831508072139,0.901884877558878,0.935616018222904,0.968258556771099,6.34799999999996,838,KIN GBLUP,NA,,2,0
DaysToFlowering2 split=8 train,DaysToFlowering2 split=8 test,93,no_strata,0.79701414690404,0.822348886960664,1,15.4680551760973,11.5276371750377,0.607694053351737,0.890831508072139,0.901839620365238,0.935734172797382,0.968334783839862,50.3620000000001,838,KIN RKHS,NA,,2,0
DaysToFlowering2 split=8 train,DaysToFlowering2 split=8 test,93,no_strata,0.798314082713134,0.82310240462059,1,15.4286738884647,11.4030231833335,0.609689112990327,0.890831508072139,0.901884877558878,0.935616018222904,0.968258556771099,6.36999999999989,838,KIN GBLUP,NA,,3,0
DaysToFlowering2 split=8 train,DaysToFlowering2 split=8 test,93,no_strata,0.79534510352759,0.81955863344767,1,15.5258730975364,11.5385999087032,0.604755777509465,0.890831508072139,0.901823227156133,0.934291802471978,0.9680874415877,51.3209999999999,838,KIN RKHS,NA,,3,0
DaysToFlowering2 split=8 train,DaysToFlowering2 split=8 test,93,no_strata,0.798314082713134,0.82310240462059,1,15.4286738884647,11.4030231833335,0.609689112990327,0.890831508072139,0.901884877558878,0.935616018222904,0.968258556771099,6.48400000000038,838,KIN GBLUP,NA,,4,0
DaysToFlowering2 split=8 train,DaysToFlowering2 split=8 test,93,no_strata,0.799384912902043,0.826310450103444,1,15.4160819319419,11.4635122790116,0.610325949594954,0.890831508072139,0.901805216780607,0.935563240086022,0.9682571997823,52.3580000000002,838,KIN RKHS,NA,,4,0
DaysToFlowering2 split=8 train,DaysToFlowering2 split=8 test,93,no_strata,0.798314082713134,0.82310240462059,1,15.4286738884647,11.4030231833335,0.609689112990327,0.890831508072139,0.901884877558878,0.935616018222904,0.968258556771099,6.45199999999932,838,KIN GBLUP,NA,,5,0
DaysToFlowering2 split=8 train,DaysToFlowering2 split=8 test,93,no_strata,0.799610271853811,0.822915890348331,1,15.401550005388,11.4541273769822,0.611060253646311,0.883174747197934,0.896680571067475,0.932344840112131,0.965818371808166,51.6729999999998,838,KIN RKHS,NA,,5,0
DaysToFlowering2 split=9 train,DaysToFlowering2 split=9 test,93,no_strata,0.797067507511356,0.837019491798329,1,16.0413233296008,11.3959387318831,0.629593939878757,0.876632880706329,0.871530648980827,0.950482328627055,0.969981242955268,6.4350000000004,838,KIN GBLUP,NA,,1,0
DaysToFlowering2 split=9 train,DaysToFlowering2 split=9 test,93,no_strata,0.797531936353858,0.832475987176742,1,16.0104042756314,11.4323724596027,0.631020451581488,0.855964133442377,0.86850958836182,0.947102924063373,0.968416743703201,50.9080000000004,838,KIN RKHS,NA,,1,0
DaysToFlowering2 split=9 train,DaysToFlowering2 split=9 test,93,no_strata,0.797067507511356,0.837019491798329,1,16.0413233296008,11.3959387318831,0.629593939878757,0.876632880706329,0.871530648980827,0.950482328627055,0.969981242955268,6.27399999999943,838,KIN GBLUP,NA,,2,0
DaysToFlowering2 split=9 train,DaysToFlowering2 split=9 test,93,no_strata,0.796970926611039,0.834818615175393,1,16.0175316433963,11.4366635875267,0.630691860465214,0.855964133442377,0.861683841981904,0.947909498328629,0.968690093875504,50.9790000000003,838,KIN RKHS,NA,,2,0
DaysToFlowering2 split=9 train,DaysToFlowering2 split=9 test,93,no_strata,0.797067507511356,0.837019491798329,1,16.0413233296008,11.3959387318831,0.629593939878757,0.876632880706329,0.871530648980827,0.950482328627055,0.969981242955268,6.32899999999972,838,KIN GBLUP,NA,,3,0
DaysToFlowering2 split=9 train,DaysToFlowering2 split=9 test,93,no_strata,0.797072243395691,0.832192484425312,1,16.012403091065,11.4555268647773,0.630928315487827,0.855964133442377,0.868706278884524,0.946495484746885,0.968579486691375,50.4920000000002,838,KIN RKHS,NA,,3,0
DaysToFlowering2 split=9 train,DaysToFlowering2 split=9 test,93,no_strata,0.797067507511356,0.837019491798329,1,16.0413233296008,11.3959387318831,0.629593939878757,0.876632880706329,0.871530648980827,0.950482328627055,0.969981242955268,6.27000000000044,838,KIN GBLUP,NA,,4,0
DaysToFlowering2 split=9 train,DaysToFlowering2 split=9 test,93,no_strata,0.796287861799956,0.831028631024709,1,16.0434297109554,11.4455340759839,0.629496657674835,0.86492808345684,0.874910638026617,0.951503099574953,0.971398442421343,51.2950000000001,838,KIN RKHS,NA,,4,0
